Session ID,Purchase.Intention,Household.income,Age ,Adults.household,Chidren.household,LFC,NB,LP,CF,Flavors,why.purchase,why.dont.purchase
225491699,3,Prefer not to say,50.5,3,1,0,3,1,2,Mocha Almond Fudge,,"Store is too far away (15 miles) for me to shop there often. I only shop there when I'm near the store. You need to open more stores, particularly closer to me."
225491706,3,"Under $50,000",30.5,1,1,2,2,0,2,"cookie dough, vanilla w/ raspberry swirls, vanilla w/ peanut butter swirls, chocolate w/ chocolate chunks",I love the raspberry & vanilla swirl!  :),
225491714,3,"$75,001 -  $100,000",50.5,2,0,1,3,2,0,vanilla,,I usually buy Breyers
225491735,,"$75,001 -  $100,000",50.5,2,1,0,1,2,3,,,
225491747,3,"$100,001 - $150,000",50.5,1,3,0,3,2,1,chocolate,,not near store
225491751,3,Prefer not to say,50.5,2,2,3,1,2,0,Anything chocolate,Because it's Wegman's,
225491788,3,"Over $200,000",50.5,4,0,2,0,2,2,"chocolate chip, cookie dough, peppermint",,haven't had a wegman's close to us yet
225491791,3,"Under $50,000",30.5,2,2,2,0,3,1,,,
225491800,3,"$100,001 - $150,000",40.5,3,1,0,3,2,1,"chocolate, mixed flavors such as Panda paws, etc.",,My family did not like the taste of the Wegmans brands at the time
225491815,3,"$100,001 - $150,000",50.5,2,1,2,1,1,2,"vanilla, chocolate strawberry, coffee, butter pecan, praline,english toffee, heath bar crunch. oreo crunch, ","low fat, low price, always willing to try Wows brand because it usually is good -from toilet paper, soft drinks  etc to ice cream",
225491849,,"$50,000 - $75,000",60.5,1,0,0,1,2,3,,,
225491858,4,"$50,000 - $75,000",60.5,2,0,2,0,1,3,"choc.cookie chunk, panda paws, better pecan",because it wasgood & I didn't have any coupons for the others,
225491864,3,"Over $200,000",40.5,2,2,2,3,1,0,"Coffee, Chocolate, Mint Chocolate Chip (without Palm Oil!), Chocolate Chip Cookie Dough for the kids.  :) ",You had a flavor that appealed to me and the box looked good!   ,
225491886,,"Under $50,000",60.5,2,0,0,2,3,1,,,
225491891,4,"$50,000 - $75,000",60.5,2,0,2,0,1,3,chocoholic or death by choclate,To try it,
225491899,3,"$100,001 - $150,000",60.5,2,0,3,1,0,2,peach,on sale,
225491908,2,"$150,001 - $200,000",40.5,2,1,3,0,2,1,,"price, lack of availability of preferred options, flavor options",
225491920,4,"$100,001 - $150,000",30.5,2,0,3,1,0,2,"Chocolate, Anything with nuts, Mint chocolate chip, cookie dough, peanut butter cup",,"I've never tried it, and I know I like Edys"
225491921,,"$100,001 - $150,000",60.5,2,0,0,2,1,3,,,
225491940,,"$75,001 -  $100,000",70.5,2,0,0,3,2,1,,,
225491953,3,"$75,001 -  $100,000",50.5,2,0,1,2,0,3,vanilla chocolate maple walnut rum raisin and choc chip cookie dough,lower fat and price ,
225491957,3,"$75,001 -  $100,000",50.5,2,3,1,2,0,3,"Butter Pecan, Vanilla Bean",To try...find options,
225491969,4,"$100,001 - $150,000",50.5,2,0,1,2,0,3,"Chocolate, peanut butter, butter pecan","Mechanicsburg, PA",
225491975,,Prefer not to say,50.5,2,0,0,3,1,2,,,
225491983,3,Prefer not to say,50.5,1,0,3,0,1,2,"Vanilla, strawberry",Price,
225491986,4,"$50,000 - $75,000",50.5,1,0,3,1,0,2,"chocolate, perhaps a chocolate and pecan",,just have not yet had the opportunity
225492030,,"$75,001 -  $100,000",50.5,3,0,1,3,0,2,,,
225492053,2,"$100,001 - $150,000",30.5,2,0,2,0,3,1,,,Rarey buy ice cream; last time I purchased ice cream it was because I had a coupon and it was on sale.
225492066,,"$75,001 -  $100,000",40.5,2,1,0,1,3,2,,,
225492084,,"$50,000 - $75,000",60.5,2,0,0,1,2,3,,,
225492093,,"$150,001 - $200,000",60.5,4,0,0,3,1,2,,,
225492109,4,"$100,001 - $150,000",40.5,2,2,3,1,2,0,"Coffee, vanills, choco chip, mint choco ship","It was on sale, and in the flavor I was looking for",
225492111,4,"Under $50,000",40.5,1,1,0,1,2,3,"I'm a big fan of mix ins (pretzels, candy pieces, etc.) but chocolate chip (NOT MINT) would be a big seller for me.  Also, my daughter loves ice creams that contain real fruit (berries, peaches, etc.).",My daughter picked it out - it was a flavor she wanted.,
225492119,4,Prefer not to say,60.5,2,0,3,2,1,0,"Postachio, chocolate chip, strawberry",,I usually don't buy ice cream at Wegman's because I don't go directly home.
225492152,1,"Over $200,000",50.5,1,0,1,2,0,3,,,Not a national brand and I don't think of private label low fat ice cream as being as high quality as the national brands.
225492191,,"$75,001 -  $100,000",40.5,2,0,0,1,2,3,,,
225492201,,"$75,001 -  $100,000",50.5,1,1,0,3,1,2,,,
225492207,2,"$100,001 - $150,000",40.5,2,4,0,1,3,2,,,your store hasnt opened in woodbridge VA yet .But i am waiting
225492221,4,"$75,001 -  $100,000",80.5,2,0,3,0,1,2,"Vanilla, chocolate, strawberry, vanilla/carmel, chocolate-marshmallow, vanilla-fudge.",you had the flavor I was looking for; also lower cost and lower fat,
225492224,2,Prefer not to say,40.5,2,2,1,3,2,0,,It was on sale,
225492227,3,"$50,000 - $75,000",60.5,3,0,1,3,0,2,"vanilla, strawberry,",,"don't know, maybe store brands aren't as good"
225492236,,Prefer not to say,50.5,2,2,0,1,2,3,,,
225492240,,"$50,000 - $75,000",30.5,2,0,0,2,1,3,,,
225492287,3,Prefer not to say,60.5,4,0,1,0,3,2,,,
225492297,4,"$50,000 - $75,000",50.5,3,4,2,1,3,0,"mint chocolate chip, cookie dough, chocolate swirl","it was the flavor my daughter likes, and the price was right.",
225492307,,"$75,001 -  $100,000",60.5,3,0,0,3,1,2,,,
225492311,3,Prefer not to say,30.5,2,3,2,0,1,3,standards Chocolate Vanilla Chocolate chip cookie dough,I wanted to try it for quality due to it being cheaper then national brands,
225492335,2,"$75,001 -  $100,000",50.5,2,0,3,0,1,2,,,taste
225492347,,"$75,001 -  $100,000",60.5,2,0,0,1,2,3,,,
225492358,,"Under $50,000",20.5,2,0,2,0,3,1,,,
225492373,3,"Under $50,000",20.5,2,0,2,0,3,1,Peanut Butter,Cheaper,
225492389,,"$75,001 -  $100,000",40.5,1,0,0,2,1,3,,,
225492395,3,"$150,001 - $200,000",40.5,2,2,0,1,2,3,"Strawberry, chocolate, chocolate marshmallow",,"Haven't tried it.  Doesn't say slow churned to imply rich, creamy texture."
225492418,,"$50,000 - $75,000",60.5,1,0,0,1,3,2,,,
225492424,3,"Under $50,000",40.5,1,0,0,1,3,2,butter brickle,,just haven't tried it yet
225492425,2,"$75,001 -  $100,000",40.5,2,0,1,0,2,3,,looked good and tasted good,
225492453,3,"$50,000 - $75,000",50.5,2,0,3,0,1,2,vanilla,,have never tried it.
225492466,3,"$50,000 - $75,000",30.5,3,1,1,3,1,1,na,,na
225492488,4,"$100,001 - $150,000",30.5,2,2,2,0,1,3,"cookies and cream, any fruit combinations, anything with peanut butter or caramel",,I really haven't bought a lot of ice cream at all. No particular reason though- I generally like all Wegmans branded items.
225492492,4,"$150,001 - $200,000",60.5,2,0,1,0,2,3,"vanilla, chocolate swirl, all fruit flavors",,"no Wow's here, waiting for your Grand Opening...hurray and I'll buy everything Wow's"
225492508,,"$150,001 - $200,000",50.5,1,0,0,3,1,2,,,
225492541,4,"$50,000 - $75,000",50.5,2,0,3,0,2,1,"black rasberry with or without choc. chuncks, cookies and cream, chocolate anything...",,I had to travel too far to get to a Wegmans before and would of melted.
225492542,1,Prefer not to say,20.5,4,0,3,1,1,1,,,Flavor I normally buy for the household wasn't available
225492553,2,Prefer not to say,40.5,2,2,3,0,2,1,,,haven't seen it on sale
225492558,,"Under $50,000",30.5,2,2,0,1,3,2,,,
225492596,,"$75,001 -  $100,000",50.5,3,0,0,2,1,3,,,
225492600,,"Under $50,000",70.5,2,0,0,0,0,0,,,
225492630,,"Under $50,000",40.5,1,0,0,1,3,2,,,
225492635,3,Prefer not to say,40.5,2,2,3,1,0,2,"vanilla, chocolate, love heavenly hash type flavor (as a treat)",Taste and price and low fat,
225492637,3,"$150,001 - $200,000",50.5,3,3,2,0,1,3,"vanilla bean, moose tracks, cookies and cream, cookie dough, strawberry",,Perhaps I will next time. It didn't catch my eye the last time I bought ice cream there.
225492643,,"Under $50,000",60.5,1,0,1,1,1,3,,,
225492645,3,"$100,001 - $150,000",50.5,3,1,2,0,1,3,"French Vanilla, Cookies and Cream, Chocolate Mint Chip, Fudge Ripple","Right flavor, right price",
225492650,3,"$100,001 - $150,000",60.5,1,0,0,2,1,3,"Vanilla, Fudge Swirl, Cherry Chunk, and Strawberry",,Wegman's has not opened in my area yet
225492679,3,"$50,000 - $75,000",20.5,1,0,2,0,3,1,Cookies and Cream; Vanilla Caramel Swirl; Fudge Brownie; Strawberry Cheescake; Birthday Cake,,I've always just purchased other brands
225492699,3,"$75,001 -  $100,000",40.5,2,0,1,3,0,2,"pistachio, vanilla, rocky road, coffee",,"I don't eat ice cream often so when I do eat it I usually want a pint of the ""real thing"".  It is only an occasional treat so I don't usually mind the full fat."
225492701,4,"$100,001 - $150,000",50.5,2,3,0,1,2,3,"peanut butter cup, moca chip, strawberry, chocolate vanilla","Perrys is our favorite but not available in our store so we go with Wow brand, flavor sounded good",
225492736,,"$75,001 -  $100,000",50.5,4,2,0,2,1,3,,,
225492739,3,"$100,001 - $150,000",60.5,2,0,2,2,0,2,"Vanilla, Chocolate, Butter Pecan, Chocolate Mint",,"I have never shopped in a Wegmans Store - I'm looking forward to my first experience when the Woodbridge, VA store opens June 8."
225492759,,"Under $50,000",80.5,1,0,1,3,0,2,,,
225492784,1,"$75,001 -  $100,000",40.5,2,2,0,3,2,1,,,don't buy Wow's brand ice cream
225492821,4,Prefer not to say,50.5,3,1,2,0,2,2,"chocolate, mostly.",Because we like Wows brands.,
225492845,,Prefer not to say,60.5,1,0,0,3,1,2,,,
225492853,,"$50,000 - $75,000",60.5,1,0,0,2,1,3,,,
225492883,3,Prefer not to say,20.5,2,0,3,1,2,0,"Cookies and cream, brownie fudge","The price was attractive, and there was a flavor I was interested in trying.",
225492918,1,Prefer not to say,60.5,2,0,3,0,1,2,,,Never looked at it 'cause I usually buy Turkey Hill
225492958,,"$50,000 - $75,000",70.5,2,0,0,0,0,0,,,
225492959,,"$150,001 - $200,000",60.5,2,0,0,1,2,3,,,
225492960,4,"Under $50,000",40.5,1,1,3,1,2,0,Mint chocolate chip and black cherry. (Our 2 favorites),"For my daughter's birthday, and it was cheaper and had the flavor I wanted.",
225493031,,Prefer not to say,50.5,3,0,0,1,3,2,,,
225493039,4,"$75,001 -  $100,000",40.5,2,2,3,1,0,2,"chocolate, carmel, vanilla, fudge brownie, peanut butter",,not sure
225493123,3,"$75,001 -  $100,000",50.5,2,0,3,0,1,2,"Coffee, Vanilla, Neopolitan",,There is no Wegman's near us yet - will be one next week.
225493134,,"$100,001 - $150,000",60.5,3,0,1,3,2,0,,,
225493162,3,"$50,000 - $75,000",50.5,3,0,2,0,1,3,"chocolate chip, chocolate, vanilla",price,
225493184,2,"Under $50,000",30.5,2,3,3,1,2,0,,,Because there isn't a Wegmans in FL.  I WISH there was a Wegmans here!!!!
225493218,2,Prefer not to say,70.5,2,0,2,0,1,3,,,My husband likes Breyers double churned
225493221,2,"Over $200,000",60.5,2,0,3,1,0,2,,Edy's flavor I like was out of stock,
225493229,,"$100,001 - $150,000",40.5,5,3,0,1,3,2,,,
225493248,2,"$50,000 - $75,000",40.5,2,2,3,1,2,0,,,No Wow's near where we live until this weekend! YEH
225493289,,Prefer not to say,50.5,1,0,2,1,3,0,,,
225493296,3,"$100,001 - $150,000",30.5,3,1,2,0,3,1,chocolate swirl,,Wegmans wasn't in the area until now
225493307,4,"$50,000 - $75,000",60.5,3,0,2,0,3,1,"anything with chocolate in it, orange creamsicle, or a raspberry swirl type",Because I want the family to eat healthy.  We do not have it every night and when we do my husband prefers regular ice cream where if I am going to eat it I prefer low fat.,
225493315,,"$100,001 - $150,000",40.5,2,2,0,2,1,3,,,
225493330,4,"Under $50,000",40.5,1,0,3,0,2,1,"Basically, ALL the Ben & Jerry's flavors!  Gourmet, interesting flavors. Our favs are: Cinnamon Bun, Phish Food, Cookie Dough, Mint Choc. Cookie, Strawberry Cheesecake, Coffee, and Cherry Garcia.",,"I don't know...but I suspect b/c I haven't seen it offered in a pint size which is my preference.  Or, I am not interested in the flavors compared to Ben & Jerry's."
225493375,,"Under $50,000",30.5,2,0,0,0,0,0,,,
225493382,1,Prefer not to say,60.5,2,0,1,2,0,3,,,"UNFORTUNATELY, I LIVE JUST A LITTLE OUT OF THE DISTANCE FOR TRANSPORTING ICE CREAM HOME WITHOUT THE CHANCE OF IT DEFROSTING ALTHOUGH I PURCHASE OTHER FROZEN ITEMS, I'M AFRAID ICE CREAM IS PUSHING THE ENVELOPE FOR TEMPERATURE."
225493390,1,Prefer not to say,60.5,1,0,3,0,2,1,,"Price was lowest the of the bunch and my experiences with Wow's brands have always been positive, especially the natural peanut butter and fat free cheese slices. ",
225493402,,Prefer not to say,60.5,2,0,0,2,1,3,,,
225493405,3,"$50,000 - $75,000",40.5,2,3,1,0,3,2,"Any thing with peanut butter,  chocolate (or both) and coffee flavor with chocolate and regular vanilla",Lower price than other brands,
225493412,3,"$75,001 -  $100,000",30.5,2,0,2,0,3,1,"i like the strange flavors that ben & jerry have, ex. Oatmeal cookie, peach pie or i like Eddy's piece of cake and cheesecake flavored ice cream",it was on sale ,
225493424,,"$100,001 - $150,000",60.5,1,0,0,0,0,0,,,
225493457,,"$50,000 - $75,000",30.5,1,0,0,3,2,1,,,
225493458,3,Prefer not to say,40.5,2,0,1,0,2,3,"mint chip, chocolate, coffee, peanut butter",,don't know
225493483,3,"Under $50,000",60.5,2,0,1,2,0,3,Vanilla,,I prefer to consume a national brand.
225493497,,Prefer not to say,30.5,2,2,0,2,3,1,,,
225493552,4,"$50,000 - $75,000",50.5,3,0,1,2,0,3,"A micture of choc/strawberry, butter pecan, vanilla.",To see if it was as good as it looked.,
225493554,,"$100,001 - $150,000",50.5,3,0,0,1,2,3,,,
225493555,,"$50,000 - $75,000",70.5,2,0,0,2,1,3,,,
225493575,3,"$100,001 - $150,000",30.5,2,0,3,2,1,0,Neopolitan,,Bacause I like Edy's slow churned ice cream the best
225493581,,"$100,001 - $150,000",60.5,2,0,0,0,0,0,,,
225493664,,"Under $50,000",30.5,1,0,0,0,0,0,,,
225493667,3,"$100,001 - $150,000",30.5,2,2,2,3,1,0,"mint chocolate chip, coffee, vanilla",,"I no longer live near a Wegmans.  I only shop there when visiting Erie, PA."
225493716,,"$75,001 -  $100,000",40.5,2,2,0,1,2,3,,,
225493730,,"Under $50,000",50.5,2,2,0,2,3,1,,,
225493745,3,"$100,001 - $150,000",40.5,2,2,0,1,2,3,"rocky road, butter pecan, fruit(raspberry)& nuts(cashews), ""oreo""",vanilla,
225493747,,"$75,001 -  $100,000",60.5,2,0,0,3,2,1,,,
225493758,3,Prefer not to say,70.5,2,0,0,1,2,3,"Vanilla, raspberry, pecan/caramel/toffee flavor, coffee/mocha.",,No particular reason. No one has recommended that I try it.
225493797,,"Under $50,000",40.5,1,2,0,2,2,2,,,
225493810,,Prefer not to say,50.5,2,0,0,3,1,2,,,
225493820,4,"$100,001 - $150,000",50.5,2,0,2,3,1,0,"A good Vanilla bean, chocolate peanut butter,and a Raspberry with dark chocolate chunks.",,I never really took a good look at it
225493826,,"Under $50,000",30.5,2,2,0,1,2,3,,,
225493876,4,"$150,001 - $200,000",40.5,2,1,0,1,2,3,chocolate caramel,liked flavors,
225493909,3,"$150,001 - $200,000",50.5,3,2,3,1,2,0,"carmel,choclate,cherry,raspbery",low fat and price,
225493913,2,Prefer not to say,40.5,2,0,2,0,3,1,,,Price - too high.
225493922,2,Prefer not to say,60.5,2,0,0,2,2,2,,,
225493928,,"$75,001 -  $100,000",60.5,2,0,0,0,0,0,,,
225493929,,"$50,000 - $75,000",70.5,2,0,0,3,1,2,,,
225493970,,Prefer not to say,70.5,2,0,0,3,1,2,,,
225494027,2,"Under $50,000",80.5,2,0,3,0,1,2,,taste,
225494033,,"Over $200,000",40.5,2,2,0,1,3,2,,,
225494044,,"Under $50,000",30.5,2,3,0,1,2,3,,,
225494058,,Prefer not to say,60.5,2,0,0,2,1,3,,,
225494086,2,"$75,001 -  $100,000",40.5,2,2,2,0,2,2,,,Wegmans is not near me.
225494117,,"$50,000 - $75,000",60.5,1,0,0,0,0,0,,,
225494171,3,"$75,001 -  $100,000",60.5,2,0,0,2,1,3,chocolate marshmallow/flavor like Cherry Garcia,,flavors
225494181,3,"$50,000 - $75,000",30.5,1,0,3,0,1,2,"Chocolate and peanut butter mix (recee's cup style), oreo, mint chocolate chip",The flavor option looked good and it was less fat,
225494188,,"$50,000 - $75,000",60.5,1,0,0,0,0,0,,,
225494207,2,"$75,001 -  $100,000",50.5,2,0,2,0,3,1,,,don't get to Wow's often due to location but one is opening near my house soon 
225494209,2,"$100,001 - $150,000",60.5,1,0,3,1,2,0,,wanted to compare taste,
225494215,1,"$75,001 -  $100,000",50.5,2,0,2,3,1,0,,,I always purchase Breyers or Turkey Hill
225494218,2,"$150,001 - $200,000",50.5,4,0,0,1,2,3,,,I like wegmans premium ice cream low fat not real important just like texture of edy's slow churned
225494248,3,"$100,001 - $150,000",20.5,3,0,2,2,2,0,"vanilla, chocolate, mint chocolate chip, butter pecan, vanilla bean",,Just haven't tried it
225494268,4,"$75,001 -  $100,000",30.5,3,2,0,2,1,3,"rocky road, nepolitan, cookie dough, cookies and cream",,I have never been to a Wegman's before
225494281,,"$150,001 - $200,000",40.5,2,1,1,2,0,3,,,
225494311,3,"Under $50,000",40.5,1,0,0,1,3,2,"cookies n cream, pistacio, mexican sundae, vanilla & sherbert twist. carmel cashew.. ",,no flavors i'm interested in
225494344,,"$100,001 - $150,000",30.5,2,1,0,1,2,3,,,
225494368,3,"$100,001 - $150,000",40.5,1,0,0,1,2,3,"chocolate, strawberry",,Not available in my area.  Too far to drive with ice cream in the car.  New store opening
225494394,2,"Under $50,000",70.5,2,0,3,0,1,2,,give it a try,
225494396,4,"$75,001 -  $100,000",40.5,3,3,3,0,1,2,"chocolate, chocolate mocha, chocolate mocha chip, raspberry truffle with chocolate, peanutbutter cup",Usually used Edy's wanted to try Wows against it,
225494434,2,Prefer not to say,60.5,2,0,2,1,0,3,,,I just haven't neede ice cream when I ws in the store.
225494440,,"$50,000 - $75,000",50.5,2,0,2,1,0,3,,,
225494505,2,Prefer not to say,70.5,2,0,2,3,0,1,,,We like Edy's best and it has the flavors we prefer
225494512,1,"$50,000 - $75,000",60.5,1,0,0,2,1,3,,,have never liked Wegam's products
225494516,3,Prefer not to say,50.5,1,0,3,0,2,1,anything chocolate based. ,,didn't know there was any
225494528,,Prefer not to say,40.5,2,0,0,2,1,3,,,
225494549,,Prefer not to say,60.5,1,0,0,2,1,3,,,
225494550,,Prefer not to say,30.5,1,0,0,0,0,0,,,
225494561,3,"$75,001 -  $100,000",30.5,1,0,1,1,3,1,"cookie dough, cookies and cream, coffee, cake batter",,"I don't buy ice cream from Wow's.  I live 45 minutes away and it would melt by the time I got home.  We need a Wow's in Bel Air, MD!"
225494569,,"$75,001 -  $100,000",50.5,3,0,0,3,1,2,,,
225494586,2,"Over $200,000",40.5,2,1,1,3,0,2,,,"It's an unknown to me, so I stuck to the brands that I knew."
225494632,4,"$50,000 - $75,000",30.5,2,0,3,0,2,1,"Mint Choc Chip, Something like ""Panda Paws"", Cookies and Cream",Just to try it...and it was probably cheaper.,
225494665,,"$100,001 - $150,000",50.5,3,2,0,1,2,3,,,
225494701,4,"$100,001 - $150,000",60.5,2,0,2,0,1,3,"You have to be kidding asking this question, I don't think I could name all the flavors I would want.  The basics are a no brainer, but to be truthful, different flavors catch my interest when I see them.",To try the taste of the ice cream on the advice of a friend,
225494705,4,"$100,001 - $150,000",60.5,1,0,3,1,0,2,"mocha fudge, mocha chip, mint, chocolate, cherry chip, butter pecan, ",,Because Edy's is usually so good
225494727,3,"$50,000 - $75,000",60.5,2,0,0,1,3,2,"peach, black cherry, vanilla",,cost
225494733,3,Prefer not to say,40.5,4,2,2,1,0,3,"vanilla, chocolate, mint chocolate chip are our favorites",,"Wegmans is too far from my house, I do not buy frozen items often."
225494771,4,"$50,000 - $75,000",60.5,2,0,0,1,3,2,"Black raspberry, vanilla ,strawberry ,and any other kind",because of the price and I know it is good,
225494810,4,"$100,001 - $150,000",60.5,2,0,3,1,0,2,"Tin Roof,  Any of Edy's Slo Churned flavors.",,I don't think I could find the flavor I prefer at the Holt Road Store.
225494814,,"Under $50,000",40.5,2,1,0,1,2,3,,,
