Session ID,Purchase.Intention,Household.income,Age ,Adults.household,Chidren.household,LFC,NB,LP,CF,Flavors,why.purchase,why.dont.purchase
225586652,4,"$75,001 -  $100,000",30.5,2,0,0,1,3,2,cookies and cream; chocolate,Had flavor I wanted to try.,
225586653,2,Prefer not to say,60.5,2,0,3,1,2,0,,,"The Wegman's was too far away from our home; however, once the Woodbridge store opens the likelihood of purchase will increase. I prefer NON-FAT yogurt."
225586664,3,Prefer not to say,50.5,2,0,3,1,1,1,"chocolate, coffee, vanilla",It had the flavor I wanted,
225586673,,Prefer not to say,40.5,2,2,0,1,2,3,,,
225586695,4,"$100,001 - $150,000",50.5,2,0,2,0,1,3,rum rasin; peanut butter chocolate; butter pecan,,Hve not tried it yet but love Wows regular icecream
225586696,3,Prefer not to say,50.5,2,0,3,1,0,2,"chocolate chip cookie dough, rich vanilla, chocolate with peanut butter",,I didn't know it was there.
225586698,2,"$75,001 -  $100,000",50.5,2,3,0,3,2,1,,,My kids prefer all the higher fat ice cream
225586716,1,Prefer not to say,40.5,2,2,1,2,0,3,,,I live too far from Wegmans and my ice cream would melt before I would get home
225586720,1,Prefer not to say,60.5,2,0,3,2,1,0,,,"I never tried it.  You should have it served in aisles by employees as a tasting, such as done at Whole Foods and is very effective."
225586744,,"$50,000 - $75,000",60.5,2,0,0,3,1,2,,,
225586810,3,"Under $50,000",50.5,2,0,1,0,2,3,peanut butter,it is good,
225586832,,"$50,000 - $75,000",30.5,2,0,0,1,2,3,,,
225586859,2,"$75,001 -  $100,000",40.5,4,2,3,1,0,2,,,We have never tried it.  We usually purchase Breyers.
225586875,,"$50,000 - $75,000",60.5,1,0,0,0,0,0,,,
225586882,,"$75,001 -  $100,000",60.5,2,0,0,3,1,2,,,
225586898,3,"$100,001 - $150,000",40.5,3,3,0,3,2,1,"vanilla,chocolate,mint chip,coffee",,never tasted it
225586984,,"Under $50,000",50.5,2,1,0,1,3,2,,,
225586989,3,"$50,000 - $75,000",40.5,2,2,1,0,3,2,"Vanilla/Chocolate mix, cookie dough, moose tracks",,purchase regular
225587025,,"Under $50,000",60.5,4,0,1,2,3,0,,,
225587031,4,"Under $50,000",60.5,2,0,2,0,1,3,"Pistachio,Dark Chocolate Almond,Peach,Black Cherry,Toffee Crunch",I wanted to try it,
225587046,,"$75,001 -  $100,000",60.5,3,1,0,0,0,0,,,
225587069,,Prefer not to say,60.5,2,0,0,1,2,3,,,
225587070,3,Prefer not to say,50.5,2,0,3,1,0,2,chocolate,because it was low fat and Wows is a good product,
225587085,4,"Over $200,000",50.5,3,1,3,0,1,2,"vanilla, butter pecan, strawberry, peach, cookie dough, pralines and cream",,store hasn't opened yet
225587089,,Prefer not to say,40.5,4,0,1,1,2,2,,,
225587091,3,Prefer not to say,40.5,2,2,0,2,1,3,triple chocolate,,maybe it didn't come in the flavor we were looking for at the time
225587105,,"Under $50,000",60.5,3,0,0,1,2,3,,,
225587132,3,"$75,001 -  $100,000",40.5,5,3,2,0,3,1,"choc, vanilla",i think it was on sale,
225587135,,"$50,000 - $75,000",60.5,2,0,0,2,1,3,,,
225587148,,"$100,001 - $150,000",40.5,2,0,0,2,1,3,,,
225587152,,"$100,001 - $150,000",50.5,3,0,0,2,3,1,,,
225587168,,"$50,000 - $75,000",10.5,2,3,1,2,0,3,,,
225587218,,"$50,000 - $75,000",20.5,3,0,0,0,0,0,,,
225587291,,"Under $50,000",60.5,1,0,0,2,1,3,,,
225587304,,"$100,001 - $150,000",70.5,2,0,1,2,0,3,,,
225587328,3,"Under $50,000",20.5,2,0,3,0,1,2,crazy flavors like ben and jerry's chunky monkey or everything but the kitchen sink,,I'm used to eating Edy's and other national brands.
225587356,,"$75,001 -  $100,000",60.5,2,0,2,0,1,3,,,
225587380,,Prefer not to say,30.5,2,0,0,2,1,3,,,
225587382,4,"Under $50,000",70.5,2,0,0,1,3,2,french vanila,price,
225587393,,"$75,001 -  $100,000",60.5,2,0,1,3,0,2,,,
225587404,,"Over $200,000",40.5,2,3,1,3,0,2,,,
225587419,4,"$50,000 - $75,000",60.5,1,0,3,0,2,1,"chocolate malted milk balls, milky way, vanilla, black raspberry",,I like Turkey hill - haven't tried Wegmans
225587431,3,Prefer not to say,70.5,1,0,3,1,1,1,"no sugar added: COFFEE, PISTACHIO, ANY BERRY","flavor, but I really need NO SUGAR ADDED",
225587433,,"$100,001 - $150,000",60.5,2,0,0,2,1,3,,,
225587464,1,Prefer not to say,50.5,1,1,1,2,3,0,,,I usually choose the higher calorie ice cream. 
225587479,,"$75,001 -  $100,000",50.5,3,0,0,2,1,3,,,
225587530,,Prefer not to say,50.5,4,2,0,2,1,3,,,
225587584,3,"$75,001 -  $100,000",60.5,1,0,3,0,1,2,vinalla choclate and a combo of both,can't remember,
225587586,4,"$100,001 - $150,000",40.5,4,2,1,2,3,0,"chocolate, mint chocolate chip, neopolitan, strawberry, vanilla, French vanilla",flavor,
225587591,3,"$100,001 - $150,000",40.5,2,4,3,0,2,1,"Chocolate Chip, Expresso or some type of coffee flavor.",Great price for ice cream that has good taste and lower fat.,
225587635,4,"Under $50,000",60.5,1,0,2,0,1,3,chocolate or vanilla,It was the lowest price at the time.,
225587639,3,"Over $200,000",40.5,2,0,1,0,2,3,"vanilla, chocolate, chocolate chip, peanut butter",It had the flavor I wanted with less calories/fat,
225587701,3,"$50,000 - $75,000",50.5,1,0,1,0,3,2,vanilla,price,
225587719,3,Prefer not to say,60.5,1,0,0,1,2,3,#1 the best vanilla #2 the best vanilla----,,I prefer regular fat but less ice cream--to me it seems more creamier
225587725,3,"$50,000 - $75,000",30.5,2,3,1,0,2,3,"cookies and cream, cookie dough, vanilla, mint chocolate chip ",low price,
225587736,2,Prefer not to say,60.5,2,0,2,2,0,2,,,Brand Loyalty
225587741,,"$75,001 -  $100,000",50.5,2,2,0,3,2,1,,,
225587750,3,Prefer not to say,40.5,3,1,0,2,1,3,"chocolate, banana split, chocolate peanutbutter cup, raspberry, dark bing cherry",,I never really look for it.  Turkey Hill is a family favorite
225587778,,"$75,001 -  $100,000",50.5,2,0,0,2,3,1,,,
225587826,3,Prefer not to say,40.5,2,0,0,1,3,2,"My favorites are vanilla, cookies and cream, and peppermint ice cream. My husband likes chocolate.",,"I usually buy Breyer's Natural Ice Cream - no artificial flavors or chemicals; just pure milk,  and sugar "
225587828,3,"$75,001 -  $100,000",50.5,2,2,3,2,0,1,"van, cookie cream, cookie dough, peanut butter",,we love edys
225587838,3,Prefer not to say,30.5,2,2,0,1,3,2,chocolate peanut butter cup,,i've never been to Wows (mine isn't open yet!!)
225587856,3,"Under $50,000",30.5,1,0,0,2,2,2,carmel.,,I don't like Wows brand of food.
225587891,3,"$100,001 - $150,000",50.5,1,1,0,2,1,3,chocolate chip cookie dough; cookies and cream; chocolate; strawberry; ,,Just haven't selected to try.  Family picky on brands.
225587909,1,Prefer not to say,50.5,3,0,2,0,3,1,,"Lower fat, flavor I was looking for and lower price",
225587928,2,"$100,001 - $150,000",50.5,1,0,3,1,0,2,,,don't know
225587935,2,"$75,001 -  $100,000",50.5,4,0,2,0,1,3,,good taste,
225587949,,"$75,001 -  $100,000",50.5,1,0,0,2,1,3,,,
225587964,,"Over $200,000",40.5,2,1,0,2,1,3,,,
225588019,,Prefer not to say,60.5,3,0,0,2,1,3,,,
225588059,1,"$75,001 -  $100,000",50.5,2,0,1,1,1,3,,,"good question, but ice cream is a treat, and when we buy it we want something that tastes good.  Price in not an object."
225588069,3,"$150,001 - $200,000",30.5,2,0,2,0,2,2,"mint chocolate chip, peanut butter w/peanut butter cups, chocolate",,Didn't like the flavor options
225588077,2,Prefer not to say,60.5,4,0,3,0,2,1,,I like the taste and price.,
225588096,4,"$75,001 -  $100,000",50.5,4,0,2,1,3,0,"peanut butter ripple, chocolate with mini marshmallows, birthday cake",,"no specific reason, turkey hill was on sale theday i was buying ice cream"
225588106,3,Prefer not to say,30.5,1,0,1,2,3,0,"vanilla, strawberry",,prefer the national brand
225588112,,"$75,001 -  $100,000",40.5,2,2,1,3,0,2,,,
225588132,2,0,60.5,2,0,3,0,1,2,,,Not displayed with other low fat favorites
225588136,4,"$100,001 - $150,000",30.5,2,0,2,2,2,0,"vanilla, peanut butter and chocolate",curiosity,
225588147,2,"$50,000 - $75,000",50.5,3,0,0,2,1,3,,to try it in comparison to the other brands I like to eat.  Price is better.,
225588167,3,"$100,001 - $150,000",50.5,1,0,3,0,1,2,"Butter Pecan, Rocky Road, Moose Tracks",,Never thought about looking at Wegman's Low Fat Ice Cream.
225588186,2,"Under $50,000",30.5,2,2,3,0,2,1,,We like the decadent chocolate,
225588187,,"Under $50,000",60.5,2,0,1,0,3,2,,,
225588210,3,"$50,000 - $75,000",60.5,2,0,3,0,2,1,"coffee for my husband, vanilla chocolate for the grandchildren and something with nuts and chocolate chunks for me",good flavors and on sale,
225588237,3,Prefer not to say,60.5,1,0,3,0,1,2,"Coffee, vanilla, chocolate chip","cost, and great quality of Wegmans products",
225588238,,"$50,000 - $75,000",60.5,4,0,0,1,3,2,,,
225588278,,"$50,000 - $75,000",50.5,1,2,0,2,3,1,,,
225588285,3,Prefer not to say,30.5,1,0,3,1,2,0,equivalent of Turkey Hill's Phillies Graham Slam,,didn't see a flavor i liked
225588302,1,"$150,001 - $200,000",30.5,2,2,1,3,0,2,,,I am SO sick of so many Wows brand products. I want Bryers and the other day I couldn't find it. I went to Tops for it. Please stop replacing my favorite brands with your store brand.
225588316,4,"$50,000 - $75,000",30.5,2,0,3,2,1,0,cappichino chip,wanted to try it,
225588318,2,"$150,001 - $200,000",30.5,2,2,0,2,2,2,,,"I hadn't noticed that Wows was carrying ""Wows"" brand ice cream"
225588321,4,Prefer not to say,50.5,3,0,1,0,3,2,"Chocolate, chocolate chip",,I have not seen it.
225588387,1,Prefer not to say,60.5,2,0,2,3,1,0,,,I usually only purchase national brands
225588428,2,"$75,001 -  $100,000",50.5,5,0,3,1,0,2,,availability of flavor needed,
225588467,3,Prefer not to say,40.5,2,2,3,0,2,1,"vanilla, chocolate, strawberry",brand names were not on sale & I had a recipe calling for IC,
225588473,,"$100,001 - $150,000",60.5,2,0,0,2,1,3,,,
225588477,1,Prefer not to say,50.5,4,0,1,2,0,3,,,"Wows is too far from my home.  Ice cream would melt.  I usually shop Wows for fresh items: produce, meat and seafood, as well as dry goods."
225588516,3,Prefer not to say,60.5,2,0,0,2,1,3,"vanilla, chocolate, butter pecan, swirl, ",,because I like Edy's
225588541,3,Prefer not to say,80.5,2,0,2,0,2,2,"Chocolate. Coffee, ",Tp tru it.,
225588552,,"$75,001 -  $100,000",50.5,4,0,1,2,0,3,,,
225588562,,"$75,001 -  $100,000",40.5,1,0,0,2,1,3,,,
225588563,,"$50,000 - $75,000",40.5,2,2,0,1,2,3,,,
225588587,2,Prefer not to say,50.5,2,0,3,2,0,1,,because it was on sale and I only needed a small amount but it wasn't as good as Breyers low fat ice cream,
225588620,3,"$100,001 - $150,000",40.5,2,2,2,0,3,1,"rocky road, praline & cream, pistacio",,did not see it - was not on sale
225588621,3,Prefer not to say,50.5,2,1,2,1,0,3,Peanut butter or fudge brownie or butter brickle.,,Would like to try low fat and no sugar added.
225588643,,Prefer not to say,50.5,2,0,0,1,2,3,,,
225588674,,"$100,001 - $150,000",50.5,4,0,0,3,2,1,,,
225588699,2,"Under $50,000",50.5,1,0,2,3,0,1,,,no particular reason
225588714,,"Under $50,000",50.5,2,0,0,1,2,3,,,
225588728,,Prefer not to say,60.5,1,0,0,0,0,0,,,
225588812,3,"$150,001 - $200,000",50.5,4,1,0,2,2,2,vainilla,,The new store is not open yet. I live in the 22191 zip code
225588851,3,"$50,000 - $75,000",40.5,1,0,3,0,2,1,"black raspberry, vanilla",flavor,
225588895,3,"$75,001 -  $100,000",40.5,2,2,0,1,3,2,"vanilla bean, chocolate brownie, choc. chip mint",,"only occas. buy ice cream, and usually look for what's on sale"
225588903,3,"$50,000 - $75,000",50.5,1,0,2,1,0,3,"Chocolate with as many goodies in it as possible--nuts, candy, pretzels.  Interesting flavors with lots of add ins.",,I haven't seen it in pints.
225588916,4,Prefer not to say,70.5,2,0,1,2,0,3,"Orange/Vanilla, Chocolate/Marshmallow, Strawberry, Peach.",,I really haven't noticed it.  We have our favorite flavors of Wow's and I usually just buy those.
225588922,4,Prefer not to say,60.5,5,0,1,3,0,2,COFF OR VANILLA,,I GUES BECAUSE I DON'T THINK IT WILL TASTE AS GOOD AS EDY'S.
225588975,3,"$50,000 - $75,000",50.5,2,0,2,1,0,3,Vanilla is my favorite,,don't know just didn't
225588983,4,"$75,001 -  $100,000",60.5,3,0,3,1,0,2,"banana split, pistacho,french vanilla, rum raisin, hazelnut, maple walnut",Liked the flavor choice,
225588984,3,"$75,001 -  $100,000",50.5,2,0,2,3,1,0,chocolate black walnut,,I eat sorbet Ben and Jerry's
225589061,2,Prefer not to say,50.5,4,0,3,0,1,2,,I liked the flavor and the price was good,
225589066,3,"Under $50,000",30.5,2,0,3,0,2,1,,,
225589070,,"$50,000 - $75,000",50.5,3,0,1,0,2,3,,,
225589083,4,"$75,001 -  $100,000",50.5,1,1,1,0,2,3,"mango,chocolate,mocha,ube",,did not see it
225589171,,"$50,000 - $75,000",40.5,2,2,0,1,2,3,,,
225589181,2,Prefer not to say,40.5,2,0,3,1,0,2,,"like the brand,and it was lower in fat",
225589237,,"$75,001 -  $100,000",50.5,4,2,0,0,0,0,,,
225589253,,Prefer not to say,50.5,4,0,0,2,1,3,,,
225589264,4,Prefer not to say,50.5,2,0,0,2,3,1,"vanilla, pistachio, strawberry, blends like fudge swirl, raspberry swirl, neopolitan","flavor, variety, confidence in brand",
225589316,3,"$50,000 - $75,000",70.5,2,0,0,2,3,1,"Chocolate Marshmello, Black Raspberry, Butter Pecan, Coffee",,Because when we purchase Wegmans Ice Cream we always select Black Raspberry.  Your the only store that carries it as a regular item
225589354,3,"$75,001 -  $100,000",50.5,3,0,0,2,1,3,"Vanilla Bean, chocolate & vanilla with a peanutbutter swirl",,Store not close enough to shop enough...
225589364,3,"Under $50,000",70.5,3,0,2,1,3,0, Chocolet or butter pecan,,Probly will when I go there on Saturday. I like Wows very much but since I'm not that close I don't get there every week.
225589417,2,"Under $50,000",40.5,4,0,0,3,1,2,,,i usually prefer ice cream i've already tasted and like
225589419,,"$50,000 - $75,000",50.5,2,1,0,0,0,0,,,
225589475,,Prefer not to say,40.5,2,0,0,1,2,3,,,
225589481,2,"$50,000 - $75,000",50.5,3,1,2,0,2,2,,"I wanted to try it because it cost less and had reduced fat content, [plus, it ALWAYS costs less than the name brands.",
225589535,,"$75,001 -  $100,000",60.5,2,0,1,3,2,0,,,
225589597,3,Prefer not to say,30.5,2,0,3,1,2,0,"Chocolate, Black Rasberry, Cookies and Cream, Peanut butter",,Wows does not make plain chocolate ice cream.
225589619,3,Prefer not to say,50.5,2,0,2,3,1,0,"MANGO, Cinnamon, Peanutbutter cup that had vanilla ice cream as the base flavor, Rocky Road",Liked the regular version,
225589640,3,"$75,001 -  $100,000",60.5,2,0,0,2,1,3,French vanilla,,Ice Cream is a treat-use sparingly. My very favorite is Wegmans Premium ice cream.
225589649,2,"$100,001 - $150,000",60.5,2,0,0,2,1,3,,,i like edys
225589664,1,"Under $50,000",30.5,2,0,2,0,3,1,,,I haven't really seen it.  Wasn't sure that it existed.
225589678,,"$75,001 -  $100,000",40.5,2,3,0,1,2,3,,,
225589693,2,"$50,000 - $75,000",50.5,3,0,3,1,0,2,,,I may be concerned about flavor and texture
225589695,1,"$75,001 -  $100,000",30.5,2,1,0,1,3,2,,,"Too far from home, it would melt.  i buy my ice cream at a closer grocery store."
225589696,2,"$75,001 -  $100,000",50.5,5,3,0,2,3,1,,,don't shop wegmans often
225589730,2,"$100,001 - $150,000",50.5,4,0,3,0,2,1,,A good value and we like it,
225589765,,Prefer not to say,70.5,1,0,0,2,1,3,,,
225589766,,Prefer not to say,60.5,2,0,0,1,2,3,,,
225589769,,"$100,001 - $150,000",40.5,2,0,2,0,1,3,,,
225589773,3,Prefer not to say,40.5,1,1,0,1,2,3,"chocolate chip, coffee.",I like the quality of Wows brand products.,
225589803,,"Under $50,000",60.5,1,0,0,2,1,3,,,
225589820,4,Prefer not to say,40.5,3,1,2,0,3,1,anythign with chocolate or neopolitan,,never thoguht about it
225589905,3,"$150,001 - $200,000",40.5,3,0,3,1,0,2,Rocky Road,,I always had a coupon for the other brands which totaled less then Wegman's.
225589911,,Prefer not to say,30.5,5,3,0,2,3,1,,,
225589918,3,"$75,001 -  $100,000",50.5,3,1,2,0,1,3,"toffee, butter pecan and chocolate",to compare it to other brands,
225589920,,"$75,001 -  $100,000",40.5,2,0,0,3,1,2,,,
225589944,3,"$50,000 - $75,000",60.5,1,0,2,3,1,0,"vanilla,  chocolate",,I have not had a chance to buy until I heard that Wows will open in Woodbridge soon.
225589978,,"$50,000 - $75,000",30.5,1,1,0,2,1,3,,,
225590017,,"$100,001 - $150,000",50.5,2,0,0,0,0,0,,,
225590029,2,Prefer not to say,20.5,2,0,3,0,1,2,,"Flavor, calories.",
225590034,,"$50,000 - $75,000",50.5,2,0,0,1,2,3,,,
225590079,4,"$100,001 - $150,000",40.5,2,0,0,1,2,3,Chocolate.,It was on sale and others in family wanted that particular flavor.,
225590084,,"$75,001 -  $100,000",40.5,2,2,0,3,1,2,,,
225590186,3,Prefer not to say,60.5,2,0,3,1,0,2,moose tracks,,Never thought about it
225590194,,"Over $200,000",70.5,2,2,0,2,3,1,,,
225590219,,Prefer not to say,50.5,3,0,0,2,2,2,,,
225590220,,Prefer not to say,50.5,4,0,0,1,2,3,,,
225590252,3,Prefer not to say,50.5,3,0,2,0,2,2,"mint chocolate chip, butter pecan, chocolate chip cookie dough, cherry with chocolate chip, orange with chocolate chip",,I didn't know there was Wows Low Fat Ice cream.
225590300,,"$100,001 - $150,000",60.5,2,0,0,2,1,3,,,
225590302,4,Prefer not to say,50.5,1,0,3,1,0,2,If I tried it once and the taste was suiiitable then I would rebuy it.,,The closet Wegmen's is 17 miles form my house so I do not buy things that perish easily from Wegmen's
225590394,,"Under $50,000",40.5,2,3,0,1,3,2,,,
225590410,3,"Over $200,000",50.5,1,0,0,1,2,3,"vanilla, butter pecan, strawberry, coffee, chocolate chip",,I'm looking for low sugar / splenda / low carb.  Low fat isn't something I seek out but sometimes the light varieties are low in sugar and fat.  low carb -- could someone please bring back low carb  ice cream 
225590413,2,Prefer not to say,40.5,2,2,0,3,1,2,,,don't buy low fat ice cream
225590449,4,"Under $50,000",70.5,1,0,0,3,1,2,"Coffee, Cherry Vanilla, and other odd flavors.",,Bought their regular ice cream since I was in the mood for it!!
225590478,4,"$100,001 - $150,000",40.5,2,2,3,2,1,0,"choclate, vanilla and cookies and creme, cookie dough",,never tried 
225590503,,"Under $50,000",60.5,2,0,0,1,3,2,,,
225590506,3,"$100,001 - $150,000",50.5,3,1,1,2,0,3,too many to mention,flavor and price,
225590510,3,Prefer not to say,60.5,2,0,3,1,0,2,coffee,wanted to try it,
225590519,1,Prefer not to say,40.5,2,2,3,2,1,0,,cheaper price,
225590525,,"$150,001 - $200,000",40.5,2,0,0,2,1,3,,,
225590551,3,"$100,001 - $150,000",50.5,2,0,0,2,1,3,vanilla,,I have never been to Wegmans
225590567,2,"$50,000 - $75,000",30.5,2,0,0,1,3,2,,,"I'm not typically a fan of low fat ice cream, so while I know I like Edy's Slow Churn, I am not sure if I like the Wegmans brand low fat; thus, I haven't tried it yet."
225590569,,"$100,001 - $150,000",60.5,3,0,0,1,2,3,,,
225590573,3,"$100,001 - $150,000",50.5,2,1,0,2,2,2,vanilla withpeanut butter swirls and chocolate fudge,on sale,
225590616,1,"$50,000 - $75,000",20.5,2,0,2,0,1,3,,To make ice cream floats,
225590638,,"$50,000 - $75,000",30.5,2,2,0,1,3,2,,,
225590653,4,Prefer not to say,40.5,2,2,0,2,3,1,vanilla,I wanted to try it,
225590694,3,"Under $50,000",30.5,2,1,2,2,2,0,chocolate ,better for me,
225590696,4,"Under $50,000",70.5,1,0,2,0,1,3,"Chocolate Marshmellow,   Fudge Ripple,   Strawberry and Vanilla  Raspberry Ripple.",It had the flavor and the price I wanted.,
225590745,2,"$50,000 - $75,000",60.5,2,0,1,2,0,3,,,haven't tried it because have liked Edy's 
225590760,,"$50,000 - $75,000",40.5,3,0,0,2,1,3,,,
225590766,3,Prefer not to say,40.5,3,1,0,1,3,2,don't know right now,,wasn't on sale at the time
225590769,3,Prefer not to say,50.5,2,0,3,2,0,1,"vanilla,chocolate and special flavors",it tastes good,
225590793,3,Prefer not to say,50.5,3,1,2,3,0,1,"Vanilla, chocolate chip, chocolate",,Never tried it
225590799,,"$50,000 - $75,000",30.5,2,0,0,1,2,3,,,
225590837,3,Prefer not to say,50.5,3,0,2,2,2,0,"Chocolate, Chocolate & Vanilla Swirl, Vanilla, French vanilla, Cherry Chocolate Chip",,i hadn't noticed it before . . . 
225590879,2,Prefer not to say,40.5,2,0,2,1,1,2,,2 weeks ago,
225590908,1,"$50,000 - $75,000",30.5,2,0,3,2,0,1,,,dont really buy low fat ice cream...usually buy sorbet instead
225590972,2,"$75,001 -  $100,000",40.5,2,3,1,2,0,3,,,
225590986,3,"$50,000 - $75,000",40.5,2,1,2,3,0,1,"Mint Chocolate Chip, Caramel or Fudge swirl with no chunks of any kind, chocolate chocolate chip lol",,We are big fans of Edy's Ice Cream
225590988,3,Prefer not to say,50.5,2,1,2,0,3,1,"vanilla, coffee, strawberry, peach, raspberry (any natural fruit flavor)",Price,
225591021,1,"$50,000 - $75,000",50.5,2,0,1,3,0,2,,,I like Bryers or Perrys only. Have had wegmans and do not like the taste. Or others for that matter.
225591031,1,"$75,001 -  $100,000",60.5,1,0,0,2,2,2,,,I've always stuck to the full fat ice creams
225591034,3,Prefer not to say,60.5,2,0,0,1,2,3,"Mint chocolate chip;cherry vanilla,chocolate chip,butter pecan.",,I like the brands I eat on a regular basis.
225591096,1,"Under $50,000",50.5,1,0,2,0,2,2,,,Your Sugar content is too high
225591135,3,"Under $50,000",60.5,2,0,0,2,3,1,"strawberry, cherry, coffee, chocolate almond, pistaschio",lower price,
225591208,,"Under $50,000",50.5,2,0,0,1,2,3,,,
225591261,4,"$75,001 -  $100,000",50.5,2,0,3,1,2,0,"chocolate, vanilla bean, ",flavor,
225591294,,Prefer not to say,60.5,5,1,0,2,1,3,,,
225591301,,"$100,001 - $150,000",50.5,2,0,0,2,1,3,,,
225591314,4,"Under $50,000",70.5,1,0,3,0,2,1,anything with chocolate and lots of nuts and chips.,flavor looked good.,
225591358,1,"Under $50,000",40.5,1,1,1,1,2,2,,,I don't shop for ice cream there
225591381,,"$100,001 - $150,000",60.5,3,0,0,2,1,3,,,
225591388,,Prefer not to say,40.5,2,4,0,1,3,2,,,
225591412,,Prefer not to say,20.5,3,0,1,0,2,3,,,
225591418,,"Under $50,000",40.5,3,2,0,1,2,3,,,
225591422,4,"$50,000 - $75,000",30.5,2,0,1,0,2,3,chocolate chip cookie dough,,waiting for you guys to open so I can buy ice cream at your new store :o)
225591459,1,Prefer not to say,60.5,2,0,3,1,2,0,,. . . Taste and low fat...  lower calories per half cup!,
225591518,,"$100,001 - $150,000",30.5,3,1,1,3,2,0,,,
225591592,4,Prefer not to say,50.5,2,2,1,1,2,2,"expresso, mint chocolate chip, cookie dough and malt.",,I plan to once the Wegman's near me (potomac mills) opens on June 8th.
225591685,1,"$50,000 - $75,000",50.5,2,1,1,1,1,3,,,I am afraid it wouldn't taste asa creamy as a certain brand I like.
225591810,4,"$75,001 -  $100,000",60.5,3,0,0,3,1,2,"Mint chocolate chip,  Chocolate, Strawberry cheesecake",,Get name brand
225591838,1,"Under $50,000",60.5,2,0,1,2,0,3,,,Wegmans is opening near me on June 8th. Did not live close to one.
225591848,3,"$50,000 - $75,000",40.5,2,1,1,0,3,2,anything chocolate,,i have not shopped at wegmans
225591858,,Prefer not to say,70.5,2,0,1,3,2,0,,,
225591860,3,"$100,001 - $150,000",50.5,4,0,2,0,1,3,"choice flavors like national brands, ex. moose tracks",,just haven't had a chance to try it
225591867,3,"$50,000 - $75,000",30.5,2,1,3,0,2,1,natural vanilla,,the ingredients
225591868,2,"$150,001 - $200,000",40.5,2,3,3,0,1,2,,Taste as good as Perry's and the price is better.,
225591883,3,"$100,001 - $150,000",50.5,2,1,0,2,1,3,"Java Chip, Mint Chocolate chip, Cinnamon w/ fudge",,I have never tasted it and I'm an ice cream aficianado
225591940,3,"$75,001 -  $100,000",60.5,1,0,2,0,1,3,"chocolate, pistachio,butter pecan, choc chip mint",,i haven't seen it in chocolate. i love Wows regular chocolate and would buy low fat if i saw it
225591971,,"Under $50,000",20.5,2,0,0,1,2,3,,,
225592008,,"$50,000 - $75,000",30.5,2,1,2,1,1,2,,,
225592009,,"Under $50,000",40.5,1,0,0,2,1,3,,,
225592046,3,"$75,001 -  $100,000",60.5,2,0,3,1,0,2,"Chocolate chip mint, chocolate, cherry vanilla, ",,flavors I'm looking for are not available
225592176,3,"$100,001 - $150,000",50.5,3,0,1,0,2,3,,,Store is too far from home (5+ miles) to get it home before melting
225592216,3,Prefer not to say,60.5,3,0,3,1,0,2,"chocolate, butter pecan, strawberry my husband and daughter like vanilla but for me number 1 is chocolate",let my husband try something different,
225592278,4,"$50,000 - $75,000",30.5,1,0,3,1,0,2,"Antyhing Peanut Butter, Butter Pecan, Chocolate, Vanilla, Chocolate Chip, Caramel swirl",,Was not aware that they made it
225592292,,Prefer not to say,50.5,1,0,0,1,2,3,,,
225592341,4,"$50,000 - $75,000",30.5,2,0,3,2,0,1,,,
225592344,3,"$100,001 - $150,000",50.5,4,0,0,2,1,3,,,?
225592374,2,Prefer not to say,50.5,2,0,3,0,1,2,,"because it was at a lower price and decided to try it and was very satisfied with the flavors available, fat content and the calories",
225592385,3,"$100,001 - $150,000",60.5,4,1,2,3,0,1,"vanilla, butter pecan, cookies and cream",,I don't know anyone that has tried it
225592390,,Prefer not to say,30.5,2,0,0,2,1,3,,,
225592414,,"$50,000 - $75,000",40.5,3,0,0,3,1,2,,,
225592438,3,"Under $50,000",60.5,1,0,2,3,0,1,"vanilla, peach,cherry vanilla",heard it was good,
225592440,,"Under $50,000",50.5,1,0,0,3,1,2,,,
225592441,1,Prefer not to say,40.5,1,1,2,3,0,1,,,prefer the predictablilty of a national brand.  the flavor could change depending on who you get to private label for you at the time
225592494,4,Prefer not to say,50.5,2,2,0,2,2,2,vanilla and coffee,,never thought of it...sorry
225592515,3,"Under $50,000",60.5,2,0,2,1,0,3,"Chocolate, Strawberry & Neopolitan, & chocolate marshmallow.",price,
225592563,3,Prefer not to say,40.5,2,0,1,0,3,2,"Chocolate, Chocolate Peanut Butter, Chocolate Caramel, cherry chocolate chip, chocolate coffee, mint chocolate chip, chocolate oreo, chocolate chocolate chip cookie dough, coconut, orange creme, heath bar crunch, chocolate peppermint, dark chocolate raspberry, dark chocolate orange, vanilla rose petal, vanilla with other edible flowers, strawberry, ",Lower price,
225592589,3,"$50,000 - $75,000",40.5,1,1,0,3,1,2,van  choc/peanutbutter/ choc chip,love Wows food items,
225592596,,Prefer not to say,40.5,2,0,0,0,0,0,,,
225592604,,"$100,001 - $150,000",50.5,4,0,0,2,1,3,,,
225592628,,Prefer not to say,30.5,2,2,0,3,2,1,,,
225592635,,"$50,000 - $75,000",50.5,2,1,0,1,3,2,,,
225592640,,Prefer not to say,70.5,2,0,0,0,0,0,,,
225592669,,"Over $200,000",50.5,2,2,0,2,1,3,,,
225592672,2,Prefer not to say,30.5,2,0,1,0,2,3,,,No particular reason. 
225592673,,Prefer not to say,70.5,2,0,0,2,1,3,,,
225592727,2,"$75,001 -  $100,000",60.5,2,0,2,3,0,1,,wanted to try it,
